,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1339,44261204,https://www.airbnb.com/rooms/44261204,20250619031426,2025-06-19,city scrape,ONE Bedroom in the Back Bay on Commonwealth Ave,"ONE bedroom in the Back Bay area of Boston on Commonwealth Ave.  One street over from Newbury St. Walk to the subway, numerous restaurants cafes and shops",,https://a0.muscache.com/pictures/de510fc2-fdfa-4dc3-b7ea-936d6560e257.jpg,180283497,https://www.airbnb.com/users/show/180283497,Michelle,2018-03-24,,,within a day,65%,24%,f,https://a0.muscache.com/im/pictures/user/80c96d1c-7c58-4116-bc2a-865d49c2e185.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80c96d1c-7c58-4116-bc2a-865d49c2e185.jpg?aki_policy=profile_x_medium,Back Bay,15,18,['phone'],t,t,,Back Bay,,42.35155,-71.08738,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Wine glasses"", ""Essentials"", ""Ge profile  oven"", ""Washer"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Housekeeping available every day - available at extra cost"", ""Dedicated workspace"", ""Dishes and silverware"", ""Elevator"", ""Dining table"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""GE stove"", ""Freezer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""TV"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Indoor fireplace"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Toaster"", ""Hangers"", ""Bathtub""]",$173.00,32,730,32,32,730,730,32.0,730.0,,t,30,60,90,365,2025-06-19,0,0,0,196,0,0,0.0,,,,,,,,,,,f,7,7,0,0,
1347,44820346,https://www.airbnb.com/rooms/44820346,20250619031426,2025-06-19,city scrape,NONE SMOKING ROOM K:Spacious & SUPER SAFE & QUIET,,,https://a0.muscache.com/pictures/2dbf6982-673c-470d-a2de-095cf1e6e87e.jpg,165422704,https://www.airbnb.com/users/show/165422704,Mimi,2018-01-02,"Boston, MA",,within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/7d22d2ca-634a-4fb1-a99c-3f58c0e1b2e9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d22d2ca-634a-4fb1-a99c-3f58c0e1b2e9.jpg?aki_policy=profile_x_medium,Dorchester,3,7,"['email', 'phone']",t,t,,Dorchester,,42.28658,-71.05386,Private room in rental unit,Private room,2,0.0,0 shared baths,1.0,0.0,"[""Essentials"", ""Carbon monoxide alarm"", ""Hot water"", ""Kitchen"", ""Heating"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Shampoo"", ""Lock on bedroom door"", ""Hair dryer""]",$55.00,29,1125,29,29,1125,1125,29.0,1125.0,,t,24,52,82,262,2025-06-19,4,0,0,188,0,0,0.0,2020-09-06,2020-10-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-439516,t,3,0,3,0,0.07
1348,44821182,https://www.airbnb.com/rooms/44821182,20250619031426,2025-06-19,city scrape,Non smoking Room S:Specious Super Safe QuietClean,,A lot restaurant bar around and McDonald’s look library across bus stop right house can go train or can walk 10 minutes,https://a0.muscache.com/pictures/14d1600a-9795-4df8-963d-4e219a1939f5.jpg,165422704,https://www.airbnb.com/users/show/165422704,Mimi,2018-01-02,"Boston, MA",,within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/7d22d2ca-634a-4fb1-a99c-3f58c0e1b2e9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d22d2ca-634a-4fb1-a99c-3f58c0e1b2e9.jpg?aki_policy=profile_x_medium,Dorchester,3,7,"['email', 'phone']",t,t,Neighborhood highlights,Dorchester,,42.28583,-71.05558,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Essentials"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Air conditioning"", ""Wifi"", ""TV"", ""Shampoo"", ""Lock on bedroom door"", ""Hair dryer""]",$47.00,29,1125,29,29,1125,1125,29.0,1125.0,,t,0,0,0,262,2025-06-19,17,2,0,93,2,116,5452.0,2020-08-19,2024-10-23,4.71,4.76,4.88,5.0,4.94,4.47,4.71,STR-439516,t,3,0,3,0,0.29
1450,47137042,https://www.airbnb.com/rooms/47137042,20250619031426,2025-06-19,city scrape,Charming 2br in hip neighborhood w Private Deck,"Wake up with the sun in this bright, two bedroom apartment. Private terrace to enjoy coffee, steps to Arboretum, and 12 minutes by train to Back Bay.<br />Second floor apartment in quiet two-family home. Apartment is completely private, with a shared entrance. Laundry on site, and ample on street parking",,https://a0.muscache.com/pictures/miso/Hosting-47137042/original/f3aae184-133f-4649-a2bf-db67bc8600ed.jpeg,9658771,https://www.airbnb.com/users/show/9658771,Anthony,2013-10-27,"Boston, MA","As a Program Director for Viking Cruises,  I love travel!  And am happy to provide guests to the Boston area a comfortable and quiet place to call home. Feel free to write with any questions or inquiries, I am happy to help!

",within a day,60%,0%,f,https://a0.muscache.com/im/pictures/user/8113ec23-65af-42dc-8be3-ae7fe6329814.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8113ec23-65af-42dc-8be3-ae7fe6329814.jpg?aki_policy=profile_x_medium,Roslindale,2,2,"['email', 'phone']",t,t,,Roslindale,,42.28834,-71.13646,Entire rental unit,Entire home/apt,2,1.0,1 bath,2.0,1.0,"[""Essentials"", ""Indoor fireplace"", ""Washer"", ""Hot water"", ""Kitchen"", ""Free street parking"", ""Heating"", ""Pets allowed"", ""Smoke alarm"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Private patio or balcony"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dryer""]",$124.00,29,90,29,29,90,90,29.0,90.0,,t,2,31,61,336,2025-06-19,9,0,0,167,0,0,0.0,2021-02-06,2023-03-20,4.67,4.78,4.67,5.0,5.0,4.89,4.56,STR-443288,f,2,2,0,0,0.17
1455,47355116,https://www.airbnb.com/rooms/47355116,20250619031426,2025-06-19,city scrape,Updated 1-Bed - near Harvard w/ pkg and laundry!,"Perfectly located a short walk to Harvard Square and the Harvard Business School campus, this spacious  and renovated 1st floor 1-bedroom has all you'll need for your visit to Boston or Cambridge.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDczNTUxMTY=/original/a1ec4fe8-b113-4199-8d66-76fd6aea871c.jpeg,4111092,https://www.airbnb.com/users/show/4111092,Holden,2012-11-10,"Boston, MA","Hi, I'm Holden!  

I spent the bulk of my twenties traveling as a musician and was a guest in homes throughout Europe, Central America, Northern Africa, & Asia. Between tours, I lived in and around Boston. I've since settled into a cozy neighborhood home outside the city and now enjoy welcoming guests of my own. 

In addition to music, I have a passion for all things nautical - sailing, scuba diving, swimming, & seafood. I make the most of Boston's proximity to the beach, as well as it's local restaurants and venues. 

I look forward to sharing my home (and offering recommendations for the city's best tastes and sounds!) with you soon. 

Safe travels!",within a day,100%,93%,t,https://a0.muscache.com/im/pictures/user/f4c0a034-9de1-418f-b779-1d3f3bfd0e09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f4c0a034-9de1-418f-b779-1d3f3bfd0e09.jpg?aki_policy=profile_x_medium,Allston,1,5,"['email', 'phone', 'work_email']",t,t,,Allston,,42.36014,-71.12829,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Baking sheet"", ""Smoke alarm"", ""Dedicated workspace"", ""Blomberg refrigerator"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Clothing storage: wardrobe"", ""Self check-in"", ""Dining table"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Magic Chef stainless steel single oven"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Body soap"", ""Freezer"", ""Free washer \u2013 In building"", ""Pets allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Free driveway parking on premises \u2013 1 space"", ""TV"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dishwasher"", ""Laundromat nearby"", ""Keypad"", ""Cooking basics"", ""Kitchen"", ""Other stainless steel gas stove"", ""Hot water"", ""Backyard"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Single level home"", ""Central heating"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Central air conditioning""]",$157.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,0,23,2025-06-19,10,8,1,23,4,48,7536.0,2021-01-02,2025-05-25,4.7,4.7,4.7,5.0,4.6,4.9,4.6,STR-443485,f,1,1,0,0,0.18
1554,48997821,https://www.airbnb.com/rooms/48997821,20250619031426,2025-06-19,city scrape,"6 Room, 2+ Bedroom: Sunny Quintessential Boston","Experience quintessential Boston living in a standard stack two family circa 1920. This penthouse unit (aka 2nd floor), features 6 rooms, 3 Bedrooms, 1 bath, open living-dining room, and exclusive front & back porches.  The unit is fully furnished and equipped, basement washer-dryer & all utilities included.  Located in residential neighborhood with convenient distances to public transport, conservation land and both Roslindale & West Roxbury Village centers.","Positioned between West Roxbury Center and Roslindale Village. There is a large variety of restaurants of all types. In the summer months, there is a weekly farmer's market and occasional concerts on the green. Two libraries and a YMCA are in close proximity.<br /><br />There is a conservation area within walking distance and several very fine parks: including world-renowned Harvard's Arnold Arboretum, City of Boston Millennium Park, and wooded Brook Farm (former Transcendentalist Community).",https://a0.muscache.com/pictures/93c6af07-f4ad-4f50-96e9-07c7932b6177.jpg,147256535,https://www.airbnb.com/users/show/147256535,Janice,2017-08-22,"Boston, MA","Welcome.  I am a long time Boston resident with a true love and appreciation for my city.  Need help planning your trip here?  Feel free to reach out.  I will share all my favorite spots.  As for me, I love walks in the woods and parks with my poodle, Frodo.  I am an avid gardener, love Mah Jong,  and am actively involved with my library Friend Group.  ",within a day,100%,75%,t,https://a0.muscache.com/im/pictures/user/45457722-2d52-417f-acda-175fffa61260.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/45457722-2d52-417f-acda-175fffa61260.jpg?aki_policy=profile_x_medium,Roslindale,2,3,"['email', 'phone']",t,f,Neighborhood highlights,Roslindale,,42.27832,-71.14076,Entire condo,Entire home/apt,4,1.0,1 bath,3.0,4.0,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Baking sheet"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Crib"", ""Books and reading material"", ""Clothing storage"", ""High chair"", ""Self check-in"", ""BBQ grill"", ""Baby bath"", ""Dining table"", ""Oven"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Board games"", ""Freezer"", ""Garden view"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Pets allowed"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Window AC unit"", ""Fire extinguisher"", ""Outdoor furniture"", ""Lockbox"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""HDTV with standard cable"", ""Rice maker"", ""Shared backyard \u2013 Fully fenced"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Beach essentials"", ""Stove"", ""Bathtub"", ""Free street parking""]",$206.00,29,365,29,29,365,365,29.0,365.0,,t,29,59,89,364,2025-06-19,7,1,0,195,1,58,11948.0,2021-09-01,2024-08-20,5.0,5.0,4.86,4.86,5.0,4.86,4.43,,f,2,2,0,0,0.15
1574,49484066,https://www.airbnb.com/rooms/49484066,20250619031426,2025-06-19,city scrape,private room in a 1 family home.,the bedroom is bright spacious great flowing natural air or ac on hot days.  prior guests have raved about how good they slept there. it is convenient to public transportation not far from the downtown area close to colleges and universities. also bostons beloved fenway park baseball park.,,https://a0.muscache.com/pictures/18698922/994fd87e_original.jpg,3765817,https://www.airbnb.com/users/show/3765817,Francis Edward JR,2012-10-05,"Boston, MA","I'm retired and I enjoy fishing, golfing and antique car shows. I'm born and raised in Boston so I know the city pretty well.",within a day,75%,86%,t,https://a0.muscache.com/im/users/3765817/profile_pic/1369170881/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3765817/profile_pic/1369170881/original.jpg?aki_policy=profile_x_medium,Brighton,1,1,"['email', 'phone']",t,t,,Brighton,,42.35308,-71.16926,Private room in home,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Essentials"", ""Carbon monoxide alarm"", ""Hot water"", ""Heating"", ""Mini fridge"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Extra pillows and blankets"", ""Lock on bedroom door"", ""Host greets you"", ""Shampoo"", ""Free street parking""]",$133.00,1,3,1,1,3,3,1.0,3.0,,t,30,60,90,364,2025-06-19,172,20,1,195,16,120,15960.0,2021-05-03,2025-05-25,4.87,4.92,4.8,4.9,4.89,4.85,4.8,STR-552948,f,1,0,1,0,3.42
1580,49567991,https://www.airbnb.com/rooms/49567991,20250619031426,2025-06-19,city scrape,1 mile to Downtown Boston Cozy Studio Apartment,A cozy studio apartment privately accessed by you. Your own place of peace. Across from beautifull Highland Park in Historic Fort Hill. Within 1 mile (as the crow flies) from downtown Boston. About a 20 minute walk to Fenway Park and 15 minute walk to Museum of Fine Art. Attached Brick Brownstone. Free on street parking. 7 minute walk to the train.,It's great if not even magical neighborhood. Its becoming full of families and basically a working class or professional class of all types of people. A very diverse neighborhood.,https://a0.muscache.com/pictures/44b5d1ca-c2cd-4d36-ae1b-300de928308b.jpg,122568097,https://www.airbnb.com/users/show/122568097,Nick,2017-03-25,"Boston, MA","I'm From Boston, I love this city, and all it  has to offer. The arts, music, medical, and tech advantages, this city offers. Its amazing History, its charm, and on, and on.",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/5179d2a0-3513-4982-a7f1-ae47183e7f87.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5179d2a0-3513-4982-a7f1-ae47183e7f87.jpg?aki_policy=profile_x_medium,Roxbury,4,5,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.32585,-71.09502,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Private entrance"", ""Washer"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Coffee"", ""Hot water kettle"", ""Dining table"", ""Oven"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Host greets you"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Mini fridge"", ""Extra pillows and blankets"", ""Window AC unit"", ""Fire extinguisher"", ""Laundromat nearby"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""TV with Netflix, Hulu"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Exterior security cameras on property"", ""Stove"", ""Bathtub"", ""Free street parking""]",$167.00,29,160,29,29,160,160,29.0,160.0,,t,23,53,83,83,2025-06-19,69,0,0,83,0,0,0.0,2021-06-20,2023-01-18,4.3,4.28,3.84,4.71,4.8,4.62,4.28,str-446257,f,4,4,0,0,1.42
1645,50721021,https://www.airbnb.com/rooms/50721021,20250619031426,2025-06-19,city scrape,La Casa Boheme - Upstairs Back Bedroom,"Great big Mansard style Victorian from 1873, consisting of 4 bedrooms and 2.5 baths, I live here with my fiancée as well as rent sublet rooms, the other roommates are fantastic, very nice vibe in the house. The house is stylish, and homey, comfortable, and everyone is very respectful of others privacy and cleanliness. It is a quick walk to the subway, Orange Line, Jackson Square stop, 12 minute walk. Buses are everywhere, bikes to rent down the street, and a quick Uber away from the city.","Neighborhood is pretty residential.  There is a Popeyes, YMCA gym, Marshalls, PriceRight Supermarket, and McDonalds, about a 5 minute walk.  Buses at end of street either way, bike rentals nearby, subway Orange Line Jackson Square station about a 12 minute walk with everything else you’d need nearby there.",https://a0.muscache.com/pictures/hosting/Hosting-50721021/original/2c390e4f-9bdb-4c3f-8fd9-ca0861ddf6e1.jpeg,59978794,https://www.airbnb.com/users/show/59978794,Gianni,2016-02-22,"Boston, MA","I'm a chill guy, like my simple things, like my morning espresso, cooking some food, antique hunting, and refurbishing old things.",within a day,100%,86%,t,https://a0.muscache.com/im/pictures/user/f0646564-085d-441c-a398-0225b4bb0a11.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f0646564-085d-441c-a398-0225b4bb0a11.jpg?aki_policy=profile_x_medium,Roxbury,2,3,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.319327861470235,-71.09013210682868,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Barbecue utensils"", ""Hammock"", ""Baking sheet"", ""Smoke alarm"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Dishes and silverware"", ""Fast wifi \u2013 61 Mbps"", ""Hot water kettle"", ""BBQ grill"", ""Oven"", ""Long term stays allowed"", ""Fire pit"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Microwave"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Mini fridge"", ""Free washer \u2013 In building"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Window AC unit"", ""Lock on bedroom door"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Outdoor dining area"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Private backyard \u2013 Not fully fenced"", ""Exterior security cameras on property"", ""Stove"", ""Coffee maker"", ""Blender"", ""Free street parking""]",$68.00,29,1125,29,29,1125,1125,29.0,1125.0,,t,27,56,86,176,2025-06-19,9,4,0,176,3,232,15776.0,2022-07-01,2025-01-27,5.0,5.0,5.0,5.0,5.0,4.67,4.67,,f,2,0,2,0,0.25
1662,51143502,https://www.airbnb.com/rooms/51143502,20250619031426,2025-06-19,city scrape,Cozy and Clean Ashmont Apartment,"Kick back and relax in this peaceful sanctuary, with easy access to all of Boston.  This apartment is the entire third floor of our home, and has a separate entrance for maximum privacy. Enjoy amenities like a king sized bed, air conditioning, smart TV loaded with Netflix and Hulu, a washer/dryer, and a full kitchen (including a dishwasher). The location is just a couple blocks from two red-line T (subway) stations, where you can get to downtown Boston in less than 20 minutes.","This apartment is located in the Dorchester neighborhood of Boston, close to the Ashmont T station.  The more specific neighborhood is called Ashmont Hill.  It is quiet and residential, but still very close to public transportation and plenty of shops and restaurants within walking distance.",https://a0.muscache.com/pictures/miso/Hosting-51143502/original/6b8705d6-cd0b-4712-bd8b-64b7a42463b1.jpeg,24873679,https://www.airbnb.com/users/show/24873679,Michaela,2014-12-15,"Boston, MA",,within a day,100%,100%,t,https://a0.muscache.com/im/pictures/user/72b54044-28f3-4270-a244-727984192432.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/72b54044-28f3-4270-a244-727984192432.jpg?aki_policy=profile_x_medium,Dorchester,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Dorchester,,42.28914,-71.07021,Entire guest suite,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Essentials"", ""Private entrance"", ""Washer"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Coffee"", ""Hot water kettle"", ""Free dryer \u2013 In unit"", ""Dining table"", ""Oven"", ""Room-darkening shades"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Pets allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""TV"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Conditioner"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Central heating"", ""Coffee maker: drip coffee maker"", ""Stove"", ""Portable fans"", ""Free street parking""]",$145.00,2,365,2,2,365,365,2.0,365.0,,t,0,0,11,246,2025-06-19,71,20,3,77,22,120,17400.0,2022-01-09,2025-06-16,4.97,5.0,4.96,4.97,5.0,4.76,4.85,STR-536216,f,1,1,0,0,1.69
